Date,Public Health Unit,Cases by episode date,7 day rolling average: Cases by episode date,Cases rate by episode date,Cases by reported date,7 day rolling average: Cases by reported date,Cases rate by reported date,Hospitalizations,Hospitalizations rate,Deaths,Deaths rate
"March 12, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",13,18,6.7,11,19,5.7,1,0.5,0,0
"March 13, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",15,16,7.8,16,18,8.3,1,0.5,0,0
"March 14, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",12,14,6.2,10,17,5.2,0,0,0,0
"March 15, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",21,14,10.9,16,16,8.3,1,0.5,0,0
"March 16, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",21,15,10.9,17,15,8.8,0,0,0,0
"March 17, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",22,16,11.4,19,14,9.8,1,0.5,0,0
"March 18, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",14,16,7.2,14,14,7.2,0,0,0,0
"March 19, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",19,17,9.8,16,15,8.3,0,0,0,0
"March 20, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",25,18,12.9,17,15,8.8,2,1,0,0
"March 21, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",40,19,20.7,18,16,9.3,2,1,0,0
"March 22, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",21,23,10.9,25,17,12.9,0,0,0,0
"March 23, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",24,23,12.4,31,18,16.1,0,0,0,0
"March 24, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",17,24,8.8,30,20,15.5,0,0,0,0
"March 25, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",21,23,10.9,17,22,8.8,0,0,0,0
"March 26, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",23,24,11.9,15,22,7.8,2,1,0,0
"March 27, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",20,24,10.4,18,22,9.3,0,0,0,0
"March 28, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",37,24,19.2,28,22,14.5,1,0.5,1,0.5
"March 29, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",31,23,16.1,31,23,16.1,0,0,0,0
"March 30, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",30,25,15.5,25,24,12.9,1,0.5,0,0
"March 31, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",34,26,17.6,26,23,13.5,1,0.5,0,0
"April 1, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",37,28,19.2,32,23,16.6,1,0.5,0,0
"April 2, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",25,30,12.9,25,25,12.9,0,0,0,0
"April 3, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",33,31,17.1,30,26,15.5,1,0.5,0,0
"April 4, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",54,32,28,15,28,7.8,0,0,0,0
"April 5, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",50,35,25.9,43,26,22.3,2,1,0,0
"April 6, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",38,38,19.7,46,28,23.8,4,2.1,0,0
"April 7, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",41,39,21.2,56,31,29,1,0.5,0,0
"April 8, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",58,40,30,48,35,24.9,3,1.6,1,0.5
"April 9, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",38,43,19.7,56,38,29,0,0,0,0
"April 10, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",54,45,28,25,42,12.9,0,0,2,1
"April 11, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",43,48,22.3,26,41,13.5,2,1,0,0
"April 12, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",50,46,25.9,54,43,28,2,1,0,0
"April 13, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",45,46,23.3,62,44,32.1,1,0.5,0,0
"April 14, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",47,47,24.3,63,47,32.6,1,0.5,1,0.5
"April 15, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",39,48,20.2,56,48,29,3,1.6,1,0.5
"April 16, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",25,45,12.9,26,49,13.5,1,0.5,2,1
"April 17, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",29,43,15,39,45,20.2,2,1,0,0
"April 18, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",61,40,31.6,1,47,0.5,1,0.5,0,0
"April 19, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",56,42,29,38,43,19.7,1,0.5,0,0
"April 20, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",44,43,22.8,68,41,35.2,2,1,1,0.5
"April 21, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",49,43,25.4,56,42,29,0,0,0,0
"April 22, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",66,43,34.2,97,41,50.2,0,0,1,0.5
"April 23, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",27,47,14,51,46,26.4,0,0,0,0
"April 24, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",23,47,11.9,14,50,7.2,2,1,0,0
"April 25, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",27,47,14,13,46,6.7,1,0.5,0,0
"April 26, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",23,42,11.9,39,48,20.2,1,0.5,2,1
"April 27, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",24,37,12.4,15,48,7.8,2,1,0,0
"April 28, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",29,34,15,50,41,25.9,0,0,0,0
"April 29, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",30,31,15.5,29,40,15,1,0.5,1,0.5
"April 30, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",17,26,8.8,31,30,16.1,0,0,0,0
"May 1, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",23,25,11.9,17,27,8.8,0,0,0,0
"May 2, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",39,25,20.2,12,28,6.2,1,0.5,1,0.5
"May 3, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",26,26,13.5,36,28,18.6,1,0.5,0,0
"May 4, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",23,27,11.9,34,27,17.6,1,0.5,0,0
"May 5, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",16,27,8.3,34,30,17.6,0,0,0,0
"May 6, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",17,25,8.8,17,28,8.8,0,0,1,0.5
"May 7, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",14,23,7.2,35,26,18.1,1,0.5,0,0
"May 8, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",13,23,6.7,9,26,4.7,0,0,1,0.5
"May 9, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",21,21,10.9,13,25,6.7,1,0.5,0,0
"May 10, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",13,19,6.7,24,25,12.4,0,0,0,0
"May 11, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",19,17,9.8,14,24,7.2,1,0.5,0,0
"May 12, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",17,16,8.8,25,21,12.9,0,0,0,0
"May 13, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",17,16,8.8,16,20,8.3,3,1.6,0,0
"May 14, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",12,16,6.2,13,19,6.7,0,0,0,0
"May 15, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",10,16,5.2,9,16,4.7,0,0,0,0
"May 16, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",19,16,9.8,10,16,5.2,1,0.5,0,0
"May 17, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",8,15,4.1,23,16,11.9,2,1,0,0
"May 18, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",14,15,7.2,16,16,8.3,0,0,0,0
"May 19, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",10,14,5.2,11,16,5.7,1,0.5,0,0
"May 20, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",25,13,12.9,7,14,3.6,0,0,0,0
"May 21, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",4,14,2.1,32,13,16.6,0,0,0,0
"May 22, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",7,13,3.6,3,15,1.6,0,0,0,0
"May 23, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",10,12,5.2,6,15,3.1,0,0,0,0
"May 24, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",8,11,4.1,10,14,5.2,0,0,0,0
"May 25, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",4,11,2.1,13,12,6.7,1,0.5,0,0
"May 26, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",7,10,3.6,8,12,4.1,0,0,0,0
"May 27, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",4,9,2.1,4,11,2.1,0,0,0,0
"May 28, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",6,6,3.1,9,11,4.7,1,0.5,1,0.5
"May 29, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",5,7,2.6,3,8,1.6,0,0,0,0
"May 30, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",8,6,4.1,1,8,0.5,0,0,0,0
"May 31, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",16,6,8.3,12,7,6.2,0,0,0,0
"June 1, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",8,7,4.1,7,7,3.6,0,0,0,0
"June 2, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",8,8,4.1,15,6,7.8,1,0.5,0,0
"June 3, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",7,8,3.6,13,7,6.7,0,0,0,0
"June 4, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",1,8,0.5,2,9,1,0,0,0,0
"June 5, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",16,8,8.3,1,8,0.5,0,0,0,0
"June 6, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",1,9,0.5,6,7,3.1,0,0,0,0
"June 7, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",6,8,3.1,16,8,8.3,0,0,0,0
"June 8, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",5,7,2.6,5,9,2.6,0,0,1,0.5
"June 9, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",5,6,2.6,3,8,1.6,1,0.5,1,0.5
"June 10, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",2,6,1,6,7,3.1,0,0,0,0
"June 11, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",4,5,2.1,3,6,1.6,0,0,0,0
"June 12, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",2,6,1,0,6,0,1,0.5,0,0
"June 13, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",4,4,2.1,5,6,2.6,0,0,0,0
"June 14, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",6,4,3.1,4,5,2.1,1,0.5,1,0.5
"June 15, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",2,4,1,8,4,4.1,0,0,0,0
"June 16, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",4,4,2.1,3,4,1.6,0,0,0,0
"June 17, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",5,3,2.6,1,4,0.5,0,0,0,0
"June 18, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",3,4,1.6,1,3,0.5,1,0.5,0,0
"June 19, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",9,4,4.7,5,3,2.6,1,0.5,0,0
"June 20, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",10,5,5.2,5,4,2.6,0,0,0,0
"June 21, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",5,6,2.6,7,4,3.6,0,0,0,0
"June 22, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",6,5,3.1,12,4,6.2,0,0,0,0
"June 23, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",12,6,6.2,7,5,3.6,0,0,0,0
"June 24, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",7,7,3.6,4,5,2.1,0,0,0,0
"June 25, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",7,7,3.6,11,6,5.7,0,0,0,0
"June 26, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",7,8,3.6,3,7,1.6,0,0,0,0
"June 27, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",12,8,6.2,7,7,3.6,0,0,0,0
"June 28, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",5,8,2.6,12,7,6.2,2,1,0,0
"June 29, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",12,8,6.2,5,8,2.6,0,0,0,0
"June 30, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",7,9,3.6,12,7,6.2,0,0,1,0.5
"July 1, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",3,8,1.6,7,8,3.6,0,0,0,0
"July 2, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",7,8,3.6,4,8,2.1,0,0,0,0
"July 3, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",7,8,3.6,3,7,1.6,0,0,0,0
"July 4, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",15,8,7.8,13,7,6.7,0,0,0,0
"July 5, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",10,8,5.2,8,8,4.1,1,0.5,0,0
"July 6, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",12,9,6.2,9,7,4.7,0,0,0,0
"July 7, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",12,9,6.2,10,8,5.2,1,0.5,0,0
"July 8, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",10,9,5.2,14,8,7.2,1,0.5,0,0
"July 9, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",8,10,4.1,16,9,8.3,1,0.5,0,0
"July 10, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",11,11,5.7,2,10,1,0,0,0,0
"July 11, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",14,11,7.2,6,10,3.1,0,0,0,0
"July 12, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",15,11,7.8,11,9,5.7,2,1,0,0
"July 13, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",5,12,2.6,17,10,8.8,2,1,0,0
"July 14, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",15,11,7.8,8,11,4.1,0,0,0,0
"July 15, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",11,11,5.7,19,11,9.8,1,0.5,0,0
"July 16, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",11,11,5.7,8,11,4.1,0,0,0,0
"July 17, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",5,12,2.6,4,10,2.1,2,1,0,0
"July 18, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",18,11,9.3,5,10,2.6,1,0.5,0,0
"July 19, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",11,11,5.7,18,10,9.3,0,0,0,0
"July 20, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",20,11,10.4,13,11,6.7,0,0,0,0
"July 21, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",11,13,5.7,24,11,12.4,1,0.5,0,0
"July 22, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",18,12,9.3,8,13,4.1,0,0,0,0
"July 23, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",16,13,8.3,13,11,6.7,3,1.6,1,0.5
"July 24, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",12,14,6.2,12,12,6.2,2,1,0,0
"July 25, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",28,15,14.5,8,13,4.1,2,1,0,0
"July 26, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",18,17,9.3,24,14,12.4,2,1,0,0
"July 27, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",25,18,12.9,17,15,8.8,1,0.5,0,0
"July 28, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",24,18,12.4,21,15,10.9,2,1,0,0
"July 29, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",20,20,10.4,25,15,12.9,1,0.5,1,0.5
"July 30, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",10,20,5.2,32,17,16.6,0,0,0,0
"July 31, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",18,20,9.3,15,20,7.8,4,2.1,0,0
"August 1, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",28,20,14.5,8,20,4.1,1,0.5,0,0
"August 2, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",14,20,7.2,18,20,9.3,1,0.5,0,0
"August 3, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",21,20,10.9,33,19,17.1,2,1,1,0.5
"August 4, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",45,19,23.3,24,22,12.4,2,1,0,0
"August 5, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",24,22,12.4,40,22,20.7,2,1,1,0.5
"August 6, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",14,23,7.2,25,24,12.9,1,0.5,1,0.5
"August 7, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",16,23,8.3,7,23,3.6,0,0,0,0
"August 8, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",26,23,13.5,17,22,8.8,1,0.5,0,0
"August 9, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",15,23,7.8,29,23,15,2,1,0,0
"August 10, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",27,23,14,16,25,8.3,1,0.5,0,0
"August 11, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",14,24,7.2,26,23,13.5,0,0,0,0
"August 12, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",25,19,12.9,23,23,11.9,0,0,1,0.5
"August 13, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",9,20,4.7,16,20,8.3,1,0.5,1,0.5
"August 14, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",19,19,9.8,2,19,1,1,0.5,0,0
"August 15, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",11,19,5.7,6,18,3.1,0,0,0,0
"August 16, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",21,17,10.9,25,17,12.9,0,0,0,0
"August 17, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",14,18,7.2,26,16,13.5,3,1.6,1,0.5
"August 18, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",38,16,19.7,12,18,6.2,1,0.5,0,0
"August 19, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",24,20,12.4,43,16,22.3,1,0.5,0,0
"August 20, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",16,19,8.3,35,19,18.1,3,1.6,1,0.5
"August 21, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",19,20,9.8,9,21,4.7,3,1.6,0,0
"August 22, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",28,20,14.5,11,22,5.7,0,0,0,0
"August 23, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",22,23,11.4,39,23,20.2,1,0.5,1,0.5
"August 24, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",16,23,8.3,21,25,10.9,3,1.6,0,0
"August 25, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",17,23,8.8,16,24,8.3,2,1,0,0
"August 26, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",10,20,5.2,28,25,14.5,0,0,0,0
"August 27, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",7,18,3.6,11,23,5.7,0,0,0,0
"August 28, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",12,17,6.2,3,19,1.6,1,0.5,0,0
"August 29, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",18,16,9.3,6,18,3.1,0,0,0,0
"August 30, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",13,15,6.7,15,18,7.8,1,0.5,0,0
"August 31, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",9,13,4.7,14,14,7.2,0,0,0,0
"September 1, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",8,12,4.1,12,13,6.2,1,0.5,0,0
"September 2, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",10,11,5.2,16,13,8.3,0,0,1,0.5
"September 3, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",5,11,2.6,11,11,5.7,1,0.5,0,0
"September 4, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",5,11,2.6,1,11,0.5,1,0.5,0,0
"September 5, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",7,10,3.6,2,11,1,1,0.5,1,0.5
"September 6, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",6,8,3.1,5,10,2.6,0,0,0,0
"September 7, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",11,7,5.7,10,9,5.2,3,1.6,0,0
"September 8, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",8,7,4.1,10,8,5.2,2,1,0,0
"September 9, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",12,7,6.2,26,8,13.5,3,1.6,0,0
"September 10, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",6,8,3.1,13,9,6.7,0,0,0,0
"September 11, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",11,8,5.7,5,10,2.6,1,0.5,0,0
"September 12, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",13,9,6.7,9,10,4.7,1,0.5,0,0
"September 13, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",7,10,3.6,12,11,6.2,3,1.6,1,0.5
"September 14, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",8,10,4.1,22,12,11.4,3,1.6,0,0
"September 15, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",22,9,11.4,16,14,8.3,1,0.5,0,0
"September 16, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",10,11,5.2,12,15,6.2,1,0.5,1,0.5
"September 17, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",13,11,6.7,11,13,5.7,0,0,0,0
"September 18, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",12,12,6.2,6,12,3.1,2,1,0,0
"September 19, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",20,12,10.4,9,13,4.7,4,2.1,0,0
"September 20, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",17,13,8.8,29,13,15,2,1,0,0
"September 21, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",11,15,5.7,21,15,10.9,1,0.5,0,0
"September 22, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",11,15,5.7,9,15,4.7,2,1,0,0
"September 23, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",13,13,6.7,18,14,9.3,1,0.5,1,0.5
"September 24, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",9,14,4.7,10,15,5.2,0,0,1,0.5
"September 25, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",17,13,8.8,6,15,3.1,1,0.5,0,0
"September 26, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",21,14,10.9,11,15,5.7,1,0.5,0,0
"September 27, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",27,14,14,24,15,12.4,3,1.6,0,0
"September 28, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",10,16,5.2,18,14,9.3,2,1,0,0
"September 29, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",22,15,11.4,24,14,12.4,1,0.5,0,0
"September 30, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",22,17,11.4,24,16,12.4,0,0,1,0.5
"October 1, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",14,18,7.2,12,17,6.2,0,0,1,0.5
"October 2, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",17,19,8.8,4,17,2.1,1,0.5,0,0
"October 3, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",32,19,16.6,7,17,3.6,1,0.5,0,0
"October 4, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",30,21,15.5,24,16,12.4,3,1.6,0,0
"October 5, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",28,21,14.5,37,16,19.2,3,1.6,1,0.5
"October 6, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",39,24,20.2,27,19,14,1,0.5,0,0
"October 7, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",31,26,16.1,36,19,18.6,0,0,0,0
"October 8, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",24,27,12.4,27,21,14,3,1.6,0,0
"October 9, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",18,29,9.3,15,23,7.8,2,1,1,0.5
"October 10, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",28,29,14.5,25,25,12.9,4,2.1,0,0
"October 11, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",44,28,22.8,28,27,14.5,2,1,1,0.5
"October 12, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",30,30,15.5,28,28,14.5,1,0.5,0,0
"October 13, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",25,31,12.9,33,27,17.1,2,1,0,0
"October 14, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",19,29,9.8,38,27,19.7,1,0.5,1,0.5
"October 15, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",18,27,9.3,37,28,19.2,4,2.1,0,0
"October 16, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",18,26,9.3,11,29,5.7,4,2.1,0,0
"October 17, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",29,26,15,5,29,2.6,4,2.1,0,0
"October 18, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",22,26,11.4,25,26,12.9,2,1,0,0
"October 19, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",21,23,10.9,25,25,12.9,5,2.6,1,0.5
"October 20, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",42,22,21.7,26,25,13.5,2,1,0,0
"October 21, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",16,24,8.3,51,24,26.4,4,2.1,0,0
"October 22, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",16,24,8.3,26,26,13.5,1,0.5,0,0
"October 23, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",13,23,6.7,8,24,4.1,1,0.5,0,0
"October 24, 2022","Haliburton, Kawartha, Pine Ridge District Health Unit ",28,23,14.5,9,24,4.7,1,0.5,1,0.5
